name,owner,pr_url,pr_title,number,branch_name,base_sha,event,merged,commits,changed_files
admin-fe,DarkKirb,https://github.com/DarkKirb/admin-fe/pull/12,Bump uglifyjs-webpack-plugin from 1.2.7 to 2.2.0,12,dependabot/npm_and_yarn/uglifyjs-webpack-plugin-2.2.0,6d50b4ebbbe99261e95c63d403ccfa68f6762816,closed,true,3,4
parsdown,raviqqe,https://github.com/raviqqe/parsdown/pull/172,Bump @raviqqe/eslint-config from 1.2.20 to 2.0.2,172,dependabot/npm_and_yarn/raviqqe/eslint-config-2.0.2,a612d3b9fd34230c8813cec7e910e588918e88d9,closed,true,2,4
ring-ui,JetBrains,https://github.com/JetBrains/ring-ui/pull/5949,chore(deps-dev): bump @typescript-eslint/eslint-plugin from 5.61.0 to 6.0.0,5949,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-6.0.0,1fe56c4fff4998f2a08c16c974ed5ba8cb9e9113,closed,true,2,4
ybiq,ybiquitous,https://github.com/ybiquitous/ybiq/pull/1571,feat(deps): bump prettier from 2.8.8 to 3.0.0,1571,dependabot/npm_and_yarn/prettier-3.0.0,408432586cf535a24e6c2abd8a9ce8a639e5fdc8,closed,true,3,4
prerelease-cleanup,elisa-actions,https://github.com/elisa-actions/prerelease-cleanup/pull/13,fix(deps): bump universal-user-agent from 6.0.0 to 7.0.1,13,dependabot/npm_and_yarn/deps/universal-user-agent-7.0.1,9165be6cb9a2f60e3deb6513f250c11b3f7758b5,closed,true,2,4
dashboard,GreptimeTeam,https://github.com/GreptimeTeam/dashboard/pull/88,build: bump query-string from 7.1.1 to 8.1.0,88,dependabot/npm_and_yarn/query-string-8.1.0,b9afcdeef8c07fced6154b6ecd676b9c2b613c84,closed,true,3,4
d2-changelog,spiltcoffee,https://github.com/spiltcoffee/d2-changelog/pull/152,build(npm-dev): bump @typescript-eslint/eslint-plugin from 5.61.0 to 6.0.0,152,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-6.0.0,4564047ffff89dd6a02d815ba64dc526223ad223,closed,true,3,4
boundary-ui,hashicorp,https://github.com/hashicorp/boundary-ui/pull/1759,chore(deps-dev): bump stylelint from 14.14.0 to 15.10.1,1759,dependabot/npm_and_yarn/stylelint-15.10.1,ffe9fcd2238d81d7c688728e2517e50976905b5a,closed,true,3,4
aio-lib-customer-profile,adobe,https://github.com/adobe/aio-lib-customer-profile/pull/50,build(deps-dev): bump eslint-plugin-promise from 5.2.0 to 6.1.1,50,dependabot/npm_and_yarn/eslint-plugin-promise-6.1.1,75fec434a8a85877ed8d08be1f7638a86ea4791c,closed,true,3,4
live-trains-finland,viliket,https://github.com/viliket/live-trains-finland/pull/53,Bump @graphql-codegen/typescript-react-apollo from 3.3.7 to 4.1.0,53,dependabot/npm_and_yarn/graphql-codegen/typescript-react-apollo-4.1.0,2a41cc169f469ada7c50bad0193210bf473420a6,closed,true,2,4
govuk-frontend,alphagov,https://github.com/alphagov/govuk-frontend/pull/3352,Bump glob from 8.1.0 to 9.1.2,3352,dependabot/npm_and_yarn/glob-9.1.2,09f0ed6210a34c3d750b22a1618cc1a67c148de0,closed,true,3,4
prettier-plugin-sort-imports,briankosw,https://github.com/briankosw/prettier-plugin-sort-imports/pull/16,Bump prettier from 2.8.8 to 3.0.0,16,dependabot/npm_and_yarn/prettier-3.0.0,ff142fd3dbb2c05bcdc237fcbfe72e00e006f87f,closed,true,2,4
managed-care-review,Enterprise-CMCS,https://github.com/Enterprise-CMCS/managed-care-review/pull/1826,Bump launchdarkly-node-server-sdk from 7.0.1 to 8.1.O,1826,dependabot/npm_and_yarn/launchdarkly-node-server-sdk-7.0.2,29269a521ea9dc79883d1ee1a436583aa9e978c8,closed,true,3,4
updatefilesbot,jayree,https://github.com/jayree/updatefilesbot/pull/103,chore(deps): bump @actions/github from 5.1.1 to 6.0.0,103,dependabot/npm_and_yarn/actions/github-6.0.0,0056036c4ad14e2795b2aaa271f555c8b69e1a5d,closed,true,2,4
elixir-boilerplate,mirego,https://github.com/mirego/elixir-boilerplate/pull/344,Bump prettier from 2.8.8 to 3.0.0 in /assets,344,dependabot/npm_and_yarn/assets/prettier-3.0.0,f6879011fff40ea4636c03164cf3da9fcbe81bc8,closed,true,2,4
nivo,plouc,https://github.com/plouc/nivo/pull/2142,chore(deps): bump d3-color from 2.0.0 to 3.1.0,2142,dependabot/npm_and_yarn/d3-color-3.1.0,1d8dcf4ad6023e4a774ea26a1196dde8f641c0fb,closed,true,2,4
waitaminute,petalmd,https://github.com/petalmd/waitaminute/pull/83,Bump @actions/github from 5.1.1 to 6.0.0,83,dependabot/npm_and_yarn/actions/github-6.0.0,f3a57597421ca97beb50e129c398086ba8b50d72,closed,true,2,4
advent-of-code,amclin,https://github.com/amclin/advent-of-code/pull/239,chore(deps-dev): bump @semantic-release/github from 8.0.7 to 9.2.4,239,dependabot/npm_and_yarn/semantic-release/github-9.2.4,5b86df87585cb1304b008f14f2789e933d1af897,closed,true,3,4
exam-engine,digabi,https://github.com/digabi/exam-engine/pull/2786,build(deps): bump @ffprobe-installer/ffprobe from 1.4.2 to 2.0.0,2786,dependabot/npm_and_yarn/ffprobe-installer/ffprobe-2.0.0,4b9df3c10a39e5b33a8ccc26cdf089b1b8058084,closed,true,2,4
postcss-plugins,csstools,https://github.com/csstools/postcss-plugins/pull/774,Bump @rollup/plugin-typescript from 10.0.1 to 11.0.0,774,dependabot/npm_and_yarn/rollup/plugin-typescript-11.0.0,6640f6838b2e631d48b32779232be2bf3549bd7b,closed,true,2,4
vuejs-webapp-sample,ybkuroki,https://github.com/ybkuroki/vuejs-webapp-sample/pull/360,Bump prettier from 2.8.8 to 3.0.3,360,dependabot/npm_and_yarn/prettier-3.0.3,489a9c349e7f545cc9fdac7cdfc3eeffc64f6e27,closed,true,6,4
bervProject.github.io,bervProject,https://github.com/bervProject/bervProject.github.io/pull/526,Bump prism-react-renderer from 1.3.5 to 2.0.6,526,dependabot/npm_and_yarn/prism-react-renderer-2.0.6,5d301e2a534cbbec463dd5fb50990f7d2f4f07bc,closed,true,3,4
di-account-management-frontend,alphagov,https://github.com/alphagov/di-account-management-frontend/pull/1002,BAU: Bump connect-dynamodb from 2.0.6 to 3.0.0,1002,dependabot/npm_and_yarn/main/connect-dynamodb-3.0.0,0025d01258fe69247c083a399915f8cbe4c6594f,closed,true,3,4
hslayers-ng,hslayers,https://github.com/hslayers/hslayers-ng/pull/4323,build(deps): bump ol from 7.5.1 to 8.1.0,4323,dependabot/npm_and_yarn/ol-8.1.0,bf66e7b4215795509db7d8999b93af7979786029,closed,true,2,4
Lipoic-Backend,Lipoic,https://github.com/Lipoic/Lipoic-Backend/pull/92,chore(deps): bump jsonwebtoken from 8.5.1 to 9.0.0,92,dependabot/npm_and_yarn/jsonwebtoken-9.0.0,dee96346b9ba8637d0506efa8358ae9fd0effe6d,closed,true,3,4
github-readme-stats,anuraghazra,https://github.com/anuraghazra/github-readme-stats/pull/2967,Build(deps-dev): Bump prettier from 2.7.1 to 3.0.0,2967,dependabot/npm_and_yarn/prettier-3.0.0,16c6caaa5284a78bbd649ff87a92a19c2780ef67,closed,true,3,4
pru-action,winebarrel,https://github.com/winebarrel/pru-action/pull/25,Bump prettier from 2.8.8 to 3.0.0,25,dependabot/npm_and_yarn/prettier-3.0.0,1a2fe6d2ae66fbc6a09bffe003e259d0c3abcde1,closed,true,2,4
Singularity,polypixeldev,https://github.com/polypixeldev/Singularity/pull/809,chore(deps): bump mongoose from 6.10.0 to 7.0.0,809,dependabot/npm_and_yarn/develop/mongoose-7.0.0,f4c27346ea3201ccc47bfca51beca45c7cc6719c,closed,true,2,4
flag-icons,lipis,https://github.com/lipis/flag-icons/pull/1112,Bump prettier from 2.8.8 to 3.0.0,1112,dependabot/npm_and_yarn/prettier-3.0.0,d6785f2434e54e775d55a304733d17b048eddfb5,closed,true,2,4
design-tokens,MetaMask,https://github.com/MetaMask/design-tokens/pull/248,Bump @metamask/auto-changelog from 2.6.1 to 3.1.0,248,dependabot/npm_and_yarn/main/metamask/auto-changelog-3.1.0,d8c9f3252cd00e0b146836c989347d30a5a168a4,closed,true,4,4
redbox-portal,redbox-mint,https://github.com/redbox-mint/redbox-portal/pull/1201,Bump typescript from 4.6.3 to 5.0.4,1201,dependabot/npm_and_yarn/develop/typescript-5.0.4,d60b4ded9f72f775d224974784282b71fa93c562,closed,true,3,4
check-sync-volta-and-node-version,My-MC,https://github.com/My-MC/check-sync-volta-and-node-version/pull/56,Bump prettier from 2.8.8 to 3.0.0,56,dependabot/npm_and_yarn/prettier-3.0.0,069f00a241b5926c0722f89656767a748510f815,closed,true,3,4
vscode-yaml-plus-json,hilleer,https://github.com/hilleer/vscode-yaml-plus-json/pull/89,Bump yaml from 1.10.2 to 2.2.1,89,dependabot/npm_and_yarn/yaml-2.2.1,dd16b0c92b44439ae3d088d3c65bda93c83b8110,closed,true,3,4
flowcrypt-browser,FlowCrypt,https://github.com/FlowCrypt/flowcrypt-browser/pull/5092,build(deps-dev): bump typescript from 4.9.5 to 5.0.4,5092,dependabot/npm_and_yarn/typescript-5.0.4,e6268ed0c9e03e958739405f6037c607c443d98f,closed,true,3,4
app-stats-action,gr2m,https://github.com/gr2m/app-stats-action/pull/219,build(deps): bump @octokit/plugin-throttling from 5.2.2 to 6.0.0,219,dependabot/npm_and_yarn/octokit/plugin-throttling-6.0.0,29d6e3f919a31d24c41832677c4165a1f8fe4191,closed,true,3,4
mermaid-cli,mermaid-js,https://github.com/mermaid-js/mermaid-cli/pull/494,build(deps-dev): bump mermaid from 9.4.0 to 10.0.0,494,dependabot/npm_and_yarn/mermaid-10.0.0,8408c43e8a3ef710695b7f9e65796c87db488f56,closed,true,6,4
matrix-meetings,nordeck,https://github.com/nordeck/matrix-meetings/pull/97,Bump ical-generator from 3.6.1 to 4.0.0,97,dependabot/npm_and_yarn/ical-generator-4.0.0,39319f40180ba700521a5318db82c1a82fb8c275,closed,true,7,4
hedera-mirror-node,hashgraph,https://github.com/hashgraph/hedera-mirror-node/pull/7217,Bump mem from 9.0.2 to 10.0.0 in /hedera-mirror-rest,7217,dependabot/npm_and_yarn/hedera-mirror-rest/mem-10.0.0,ed022fd758fc5e39c68d39c81794a3e23eae05bd,closed,true,2,4
html5-boilerplate,h5bp,https://github.com/h5bp/html5-boilerplate/pull/2928,chore(deps-dev): bump glob from 8.1.0 to 9.2.1,2928,dependabot/npm_and_yarn/glob-9.2.1,2d48b248f66bf94af1d2b2849611eccde620571f,closed,true,2,4
tasks,raviqqe,https://github.com/raviqqe/tasks/pull/1992,Bump firebase from 9.23.0 to 10.0.0,1992,dependabot/npm_and_yarn/firebase-10.0.0,31634c8fea4d8ab2b0f11f98757195b643fbc407,closed,true,2,4
pixiebrix-extension,pixiebrix,https://github.com/pixiebrix/pixiebrix-extension/pull/5880,Bump jest-extended from 3.2.3 to 4.0.0,5880,dependabot/npm_and_yarn/jest-extended-4.0.0,8619f4c04cc735921ea0324de4efccd400082c0b,closed,true,4,4
moduk-frontend,defencedigital,https://github.com/defencedigital/moduk-frontend/pull/415,deps-dev: Bump happy-dom from 10.11.2 to 11.0.2,415,dependabot/npm_and_yarn/happy-dom-11.0.2,eaeb164002dad6d0fae989bfeebeb33a0db9c437,closed,true,2,4
label-merge-conflicts-action,prince-chrismc,https://github.com/prince-chrismc/label-merge-conflicts-action/pull/717,Bump prettier from 2.8.8 to 3.0.0,717,dependabot/npm_and_yarn/prettier-3.0.0,383e8a1d7a84789213f4bd7888d4e54e84c05fb2,closed,true,7,4
pando,pluralsight,https://github.com/pluralsight/pando/pull/1474,chore: bump eslint-plugin-jest-dom from 4.0.3 to 5.0.1 in /packages/icons,1474,dependabot/npm_and_yarn/packages/icons/eslint-plugin-jest-dom-5.0.1,cdca71ed0f81b5697b33441423409a6e49154da5,closed,true,2,4
heartly,heartly,https://github.com/heartly/heartly/pull/1305,build(deps): bump eslint from 7.32.0 to 8.34.0,1305,dependabot/npm_and_yarn/eslint-8.34.0,dcaba0ad108413857940bbaac3b34cbfdb453d65,closed,true,2,4
p2-es,pmndrs,https://github.com/pmndrs/p2-es/pull/87,build(deps): bump styled-breakpoints from 11.1.1 to 12.1.5,87,dependabot/npm_and_yarn/styled-breakpoints-12.1.5,31f0779a89fd45ee6bc862dcb761cf8d7314f52e,closed,true,2,4
github-slug,gacts,https://github.com/gacts/github-slug/pull/71,Bump @actions/github from 5.1.1 to 6.0.0,71,dependabot/npm_and_yarn/actions/github-6.0.0,19dce48170266206d910dea61fa2018ffa4cedfb,closed,true,2,4
mdn-bcd-collector,GooborgStudios,https://github.com/GooborgStudios/mdn-bcd-collector/pull/291,Bump minimatch from 8.0.3 to 9.0.0,291,dependabot/npm_and_yarn/minimatch-9.0.0,519c9104f07a614bf5ca08820bf956a4bab7014f,closed,true,2,4
install-hurl,gacts,https://github.com/gacts/install-hurl/pull/66,Bump @actions/github from 5.1.1 to 6.0.0,66,dependabot/npm_and_yarn/actions/github-6.0.0,0ef5828f3c065a16811f0bc0ea9adfe3c6683773,closed,true,2,4
Monsters-users,Virus288,https://github.com/Virus288/Monsters-users/pull/27,Bump prettier from 2.8.8 to 3.1.0,27,dependabot/npm_and_yarn/prettier-3.1.0,00de8f369a13514683d8c3c6daa472890669a818,closed,true,2,4
discourse,discourse,https://github.com/discourse/discourse/pull/22751,Build(deps): Bump a11y-dialog from 7.5.2 to 8.0.0 in /app/assets/javascripts,22751,dependabot/npm_and_yarn/app/assets/javascripts/a11y-dialog-8.0.0,e503a4fc3730d9ad50cac09082bc3ec3e159a2c1,closed,true,2,4
setup-micromamba,mamba-org,https://github.com/mamba-org/setup-micromamba/pull/175,Bump tsup from 7.2.0 to 8.0.1,175,dependabot/npm_and_yarn/tsup-8.0.1,ae41629fe7184a292fb2e32d5e878e4e65812a4b,closed,true,2,4
nback,FredrikMeyer,https://github.com/FredrikMeyer/nback/pull/175,Bump prettier from 2.8.8 to 3.0.0,175,dependabot/npm_and_yarn/prettier-3.0.0,fa8d5740b4980bf93592cccdce833cc090e9c234,closed,true,2,4
jackson,boxyhq,https://github.com/boxyhq/jackson/pull/1274,Bump blockly from 9.3.3 to 10.0.0,1274,dependabot/npm_and_yarn/blockly-10.0.0,b11b679184e8973e69094aba91f9a4946ea9071c,closed,true,4,4
website,CyberPeaks-nl,https://github.com/CyberPeaks-nl/website/pull/85,Bump next from 13.5.6 to 14.0.1,85,dependabot/npm_and_yarn/next-14.0.1,6b991d0198e5a5bf7ba1cb14af25b6d536d9d79c,closed,true,2,4
newspack-popups,Automattic,https://github.com/Automattic/newspack-popups/pull/1059,chore(deps-dev): bump stylelint from 14.9.1 to 15.2.0,1059,dependabot/npm_and_yarn/stylelint-15.2.0,cf8ed8965767a911db7355056d4d5c65a47823de,closed,true,2,4
lune-shipping-csv-tool,lune-climate,https://github.com/lune-climate/lune-shipping-csv-tool/pull/233,Bump prettier from 2.8.8 to 3.0.0,233,dependabot/npm_and_yarn/prettier-3.0.0,dffb49efa26b8d3dd3208bdd20c651049f36c2fc,closed,true,3,4
taro,NervJS,https://github.com/NervJS/taro/pull/13636,chore(deps-dev): bump tslib from 1.14.1 to 2.5.0,13636,dependabot/npm_and_yarn/tslib-2.5.0,66cda15d5c8f6c4caa9396c4feba0037736f0a6d,closed,true,2,4
freesewing,freesewing,https://github.com/freesewing/freesewing/pull/4449,chore(deps): bump unist-util-visit from 4.1.2 to 5.0.0,4449,dependabot/npm_and_yarn/unist-util-visit-5.0.0,9163c4a22744957d346cecf574cd941df9845665,closed,true,2,4
design-system,little-spoon-dev,https://github.com/little-spoon-dev/design-system/pull/1018,chore(deps-dev): bump lerna from 6.6.2 to 7.2.0,1018,dependabot/npm_and_yarn/lerna-7.2.0,02bfdd3bec86ff1d0fa9b4f9cdd35e8eba01d225,closed,true,7,4
obsidian-ivre-plugin,ivre,https://github.com/ivre/obsidian-ivre-plugin/pull/197,Bump prettier from 2.8.8 to 3.0.0,197,dependabot/npm_and_yarn/prettier-3.0.0,32a53c384787fe60709ba21e3ca0a6a9380ca714,closed,true,2,4
Blackhole,Pyxxil,https://github.com/Pyxxil/Blackhole/pull/394,chore(deps): bump svelte-inview from 3.0.4 to 4.0.0 in /client,394,dependabot/npm_and_yarn/client/svelte-inview-4.0.0,ae2181db8907edbfbb699013ee654bff0fb1e92b,closed,true,2,4
TheBunksTie.github.io,TheBunksTie,https://github.com/TheBunksTie/TheBunksTie.github.io/pull/3,Bump typescript from 4.9.5 to 5.0.2,3,dependabot/npm_and_yarn/typescript-5.0.2,4ce9cd33978b3752e9615743818c69139ecf3cd1,closed,true,5,4
fm-challenges,andreasremdt,https://github.com/andreasremdt/fm-challenges/pull/158,deps: bump @testing-library/jest-dom from 5.16.5 to 6.1.3,158,dependabot/npm_and_yarn/testing-library/jest-dom-6.1.3,6e3d210517c8cacdcaf13a6b1f1baf8ed5e6ca5c,closed,true,2,4
graphql-auto-federate,nearform,https://github.com/nearform/graphql-auto-federate/pull/178,chore(deps-dev): bump mercurius from 11.5.0 to 12.1.0,178,dependabot/npm_and_yarn/mercurius-12.1.0,c20dba108c665e20570c8f971e57cd0c56f8db90,closed,true,3,4
upgrade-tools,skalenetwork,https://github.com/skalenetwork/upgrade-tools/pull/206,Bump @safe-global/safe-core-sdk-types from 1.9.0 to 2.2.0,206,dependabot/npm_and_yarn/safe-global/safe-core-sdk-types-2.2.0,5c1e054b84906830c928f7113642adee7cdf910b,closed,true,3,4
apply-for-qualified-teacher-status,DFE-Digital,https://github.com/DFE-Digital/apply-for-qualified-teacher-status/pull/1541,Bump prettier from 2.8.8 to 3.0.0,1541,dependabot/npm_and_yarn/prettier-3.0.0,ba6db268d894a91d6fcb6721e5d9b259f96e2700,closed,true,2,4
connect-es-integration,bufbuild,https://github.com/bufbuild/connect-es-integration/pull/452,Bump @angular/compiler from 14.2.8 to 15.2.2 in /angular,452,dependabot/npm_and_yarn/angular/angular/compiler-15.2.2,482749bb30c7ec9dfa3698f598db108bcb0c3c07,closed,true,3,4
geo-ip-service,big-kahuna-burger,https://github.com/big-kahuna-burger/geo-ip-service/pull/35,chore(deps): bump tar-fs from 2.0.0 to 3.0.4,35,dependabot/npm_and_yarn/tar-fs-3.0.4,81611b5f2fe67841eb4cf94fa0a101e2466fad15,closed,true,2,4
action-scw-secret,scaleway,https://github.com/scaleway/action-scw-secret/pull/5,Bump cross-fetch from 3.1.6 to 4.0.0,5,dependabot/npm_and_yarn/cross-fetch-4.0.0,ad510235ac5929ffe54088cfe2a300031fd903a0,closed,true,2,4
osawa-koki,osawa-koki,https://github.com/osawa-koki/osawa-koki/pull/214,Bump next from 13.5.6 to 14.0.0,214,dependabot/npm_and_yarn/next-14.0.0,4474309bf96910b55f5ee1aa21b1ed8daca6c8de,closed,true,2,4
react-hooks,raviqqe,https://github.com/raviqqe/react-hooks/pull/104,Bump @raviqqe/eslint-config from 1.2.20 to 2.0.2,104,dependabot/npm_and_yarn/raviqqe/eslint-config-2.0.2,2fb9d307f9c99e850f2508819a631c7831c8561f,closed,true,3,4
cerbos-setup-action,cerbos,https://github.com/cerbos/cerbos-setup-action/pull/91,chore(deps): Bump node-fetch from 2.6.12 to 3.3.2,91,dependabot/npm_and_yarn/node-fetch-3.3.2,3c83f37c8f5f90a687da907e71ad3ed070d8a847,closed,true,2,4
historian-action,Memrise,https://github.com/Memrise/historian-action/pull/265,Bump date-fns-tz from 1.3.7 to 2.0.0,265,dependabot/npm_and_yarn/date-fns-tz-2.0.0,27c364f82a669897b64674ef30a7de0fcd200ed1,closed,true,2,4
chainflip-sdk-monorepo,chainflip-io,https://github.com/chainflip-io/chainflip-sdk-monorepo/pull/141,chore(deps-dev): bump prettier from 2.8.8 to 3.0.2,141,dependabot/npm_and_yarn/prettier-3.0.2,98c0f42a6cb46f138ee314816c41b887e42cbba2,closed,true,2,4
draw-action,Doarakko,https://github.com/Doarakko/draw-action/pull/53,Bump @octokit/core from 4.2.1 to 5.0.1,53,dependabot/npm_and_yarn/octokit/core-5.0.1,2923f02e1dc17af216df38f844dd5cf89ee7c2ef,closed,true,3,4
flight-planner,knoid,https://github.com/knoid/flight-planner/pull/5,Bump web-vitals from 2.1.4 to 3.1.1,5,dependabot/npm_and_yarn/web-vitals-3.1.1,8afa60593b7395bd7deb7ee5d60ba61c28558c34,closed,true,2,4
mastodon,emtkmkk,https://github.com/emtkmkk/mastodon/pull/35,Bump react-redux from 7.2.9 to 8.0.5,35,dependabot/npm_and_yarn/react-redux-8.0.5,9e99bb655b03615680437bd785d972d2bf7520e3,closed,true,2,4
planx-new,theopensystemslab,https://github.com/theopensystemslab/planx-new/pull/2512,chore(deps): bump jwt-decode from 3.1.2 to 4.0.0 in /editor.planx.uk,2512,dependabot/npm_and_yarn/editor.planx.uk/jwt-decode-4.0.0,c45d3acd578ec1fa693b0f7578220e39fc36f8c4,closed,true,2,4
stencil,ionic-team,https://github.com/ionic-team/stencil/pull/4014,chore(deps-dev): bump eslint-plugin-simple-import-sort from 9.0.0 to 10.0.0,4014,dependabot/npm_and_yarn/eslint-plugin-simple-import-sort-10.0.0,b3f8fc1cf2851063a930f0aeab8e17a1c7df154d,closed,true,2,4
eslint-plugin-top,ericcornelissen,https://github.com/ericcornelissen/eslint-plugin-top/pull/705,Bump knip from 2.15.1 to 3.5.1,705,dependabot/npm_and_yarn/knip-3.5.1,e794947a32925032774fc0fbba12abdc67be6047,closed,true,3,4
game-tracker,EndBug,https://github.com/EndBug/game-tracker/pull/522,chore(deps): bump @discordjs/rest from 1.3.0 to 2.0.1,522,dependabot/npm_and_yarn/discordjs/rest-2.0.1,20a184be7664eaeb05028c9cc21edf3033563b42,closed,true,2,4
addons-linter,mozilla,https://github.com/mozilla/addons-linter/pull/4818,chore(deps): bump glob from 9.3.4 to 10.2.2,4818,dependabot/npm_and_yarn/glob-10.2.2,592948cc696155d3388f8f12b6cbbb81ccef5fe4,closed,true,2,4
contactsnag,contactlab,https://github.com/contactlab/contactsnag/pull/726,[DEV] Bump eslint-config-contactlab from 10.0.0 to 11.1.0,726,dependabot/npm_and_yarn/eslint-config-contactlab-11.1.0,5294ed7af8c72467a94118c49d2900e3207025f9,closed,true,4,4
scaffolding-templates,seanmcquaid,https://github.com/seanmcquaid/scaffolding-templates/pull/35,Bump vite-plugin-svgr from 3.2.0 to 4.0.0 in /src/templates/vite-react-redux,35,dependabot/npm_and_yarn/src/templates/vite-react-redux/vite-plugin-svgr-4.0.0,1b2e451967938afd46383e73bc7c1126e880da2d,closed,true,5,4
LXCat,LXCat-project,https://github.com/LXCat-project/LXCat/pull/298,Bump testcontainers from 9.12.0 to 10.2.1,298,dependabot/npm_and_yarn/testcontainers-10.2.1,504ab94d2c1c6fdbed70b0a811ad5fc28e04ac25,closed,true,2,4
kuma-gui,kumahq,https://github.com/kumahq/kuma-gui/pull/907,chore(deps-dev): Bump @faker-js/faker from 7.6.0 to 8.0.1,907,dependabot/npm_and_yarn/faker-js/faker-8.0.1,f8b518a5fe3c84a9692f0f54fe1fcc67ee82368d,closed,true,3,4
blog,MyBlueHorizon,https://github.com/MyBlueHorizon/blog/pull/2,Bump hexo-renderer-stylus from 2.1.0 to 3.0.0,2,dependabot/npm_and_yarn/hexo-renderer-stylus-3.0.0,c2e4f6f2fda7c5b22c60790b65472c674c165390,closed,true,5,4
forma-36,contentful,https://github.com/contentful/forma-36/pull/2527,chore: bump downshift from 6.1.12 to 7.6.0,2527,dependabot/npm_and_yarn/main/downshift-7.6.0,4e2100b3c3fb9d048fe54ff1eaa95f257f55498f,closed,true,3,4
dependency-review-action,actions,https://github.com/actions/dependency-review-action/pull/591,Bump typescript from 4.9.5 to 5.2.2,591,dependabot/npm_and_yarn/typescript-5.2.2,89ff65dbf7af73e2cf4a064d01dc6478c7151c4b,closed,true,2,4
bitfield,fb55,https://github.com/fb55/bitfield/pull/651,build(deps-dev): Bump prettier from 2.8.8 to 3.0.0,651,dependabot/npm_and_yarn/prettier-3.0.0,eccd20acce39d46c6a2c8aad5dfe754b0acfcf57,closed,true,2,4
js-libp2p-peer-id,libp2p,https://github.com/libp2p/js-libp2p-peer-id/pull/53,deps(dev): bump protons from 6.1.3 to 7.0.2,53,dependabot/npm_and_yarn/protons-7.0.2,de67fa8e0832d45001119c0e1682190dcdb0ef1a,closed,true,4,4
github-helpers,ExpediaGroup,https://github.com/ExpediaGroup/github-helpers/pull/380,chore(deps): bump @octokit/request from 7.0.1 to 8.0.4,380,dependabot/npm_and_yarn/octokit/request-8.0.4,f717f0d7474c66a6802127f6eb13e11ce3af2ef2,closed,true,4,4
gsheets-append-action,Mudlet,https://github.com/Mudlet/gsheets-append-action/pull/44,Bump google-auth-library from 8.9.0 to 9.0.0,44,dependabot/npm_and_yarn/google-auth-library-9.0.0,044972170f3d9755b346e3fa3ac81bec0d184614,closed,true,2,4
gorc-action,ex0b1t,https://github.com/ex0b1t/gorc-action/pull/69,chore(deps): bump @actions/github from 5.1.1 to 6.0.0,69,dependabot/npm_and_yarn/actions/github-6.0.0,297d1738a808e967e153875a0dbb0debd44aa12a,closed,true,2,4
tunelad,uguy,https://github.com/uguy/tunelad/pull/213,chore(deps-dev): bump prettier from 2.8.8 to 3.0.2 in /app,213,dependabot/npm_and_yarn/app/main/prettier-3.0.2,5caf091ff54ed6f2949c726bfde5623cc1f885c7,closed,true,2,4
stackexchange-global-types,userscripters,https://github.com/userscripters/stackexchange-global-types/pull/9,Chores: Bump stimulus from 2.0.0 to 3.2.1,9,dependabot/npm_and_yarn/master/stimulus-3.2.1,48ec5d4fd0653d5ce0343e9acc2b4ef17f337bed,closed,true,2,4
anakin,jrusso1020,https://github.com/jrusso1020/anakin/pull/2497,Bump prettier from 2.8.8 to 3.0.0,2497,dependabot/npm_and_yarn/prettier-3.0.0,7150d10c2936d319f8a65bdee6e37021d0e23449,closed,true,2,4
eslint-config,clickbar,https://github.com/clickbar/eslint-config/pull/35,Bump eslint-config-prettier from 8.10.0 to 9.0.0,35,dependabot/npm_and_yarn/eslint-config-prettier-9.0.0,a6763abfd7b56155122cfdb2c854fff14e6f9b16,closed,true,2,4
ai-auto-complete,viral32111,https://github.com/viral32111/ai-auto-complete/pull/69,Bump openai from 3.3.0 to 4.14.2,69,dependabot/npm_and_yarn/openai-4.14.2,501be47747050ed3ead29aec396835e4e27be17b,closed,true,4,4
recalc,tervay,https://github.com/tervay/recalc/pull/1089,Bump cypress from 12.17.4 to 13.3.0,1089,dependabot/npm_and_yarn/cypress-13.3.0,f16c69f16fa1a8a91dbeb3e2903417319f2d3c2b,closed,true,2,4
squiggle,quantified-uncertainty,https://github.com/quantified-uncertainty/squiggle/pull/1604,⬆️ Bump glob from 8.1.0 to 9.3.2,1604,dependabot/npm_and_yarn/glob-9.3.2,2b1f954e128bf6329c3ef78f2d2708309eaf5e64,closed,true,3,4
build-package,ecmwf-actions,https://github.com/ecmwf-actions/build-package/pull/180,Bump @typescript-eslint/eslint-plugin from 5.59.5 to 6.10.0,180,dependabot/npm_and_yarn/typescript-eslint/eslint-plugin-6.10.0,46b354160a8c367a81992b67d8cfa686a306281a,closed,true,2,4
actions-toolkit,docker,https://github.com/docker/actions-toolkit/pull/196,build(deps): bump jwt-decode from 3.1.2 to 4.0.0,196,dependabot/npm_and_yarn/jwt-decode-4.0.0,7b1a9e4e3417dc33418c4c16daad1ff0a3d398d0,closed,true,2,4
cookbook,nextcloud,https://github.com/nextcloud/cookbook/pull/1750,Build(deps-dev): Bump stylelint from 14.16.1 to 15.10.1,1750,dependabot/npm_and_yarn/stylelint-15.10.1,0dbaf95bfa32052c7a84fb745b50e8bdaca35180,closed,true,3,4
