name,owner,prUrl,prTitle,number,branchName,baseCommit,event,merged,commits,changedFiles
vscode-inmanta,inmanta,https://github.com/inmanta/vscode-inmanta/pull/108,Bump vscode-languageclient from 6.1.3 to 7.0.0,108,dependabot/npm_and_yarn/vscode-languageclient-7.0.0,b11e37ae2e7206e0d2c89fa7f8c503458244c3fe,closed,true,3,3
shescape,ericcornelissen,https://github.com/ericcornelissen/shescape/pull/48,Bump husky from 6.0.0 to 7.0.0,48,dependabot/npm_and_yarn/husky-7.0.0,5a64cd6b1e86def17093a5cae7ee205433fe6567,closed,true,2,3
portfolio-frontend,RobErskine,https://github.com/RobErskine/portfolio-frontend/pull/18,fix(deps): bump vue-prism-component from 1.1.1 to 2.0.0,18,dependabot/npm_and_yarn/vue-prism-component-2.0.0,703d257997d65808d7a11aeebad9cba6a06bf88b,closed,true,2,3
airy,airyhq,https://github.com/airyhq/airy/pull/1352,Bump webpack from 4.46.0 to 5.27.2,1352,dependabot/npm_and_yarn/webpack-5.27.2,2936fd565bd706342618d08e6df0acd048682f88,closed,true,2,3
simple-deploy,jackwickham,https://github.com/jackwickham/simple-deploy/pull/139,Bump pino from 6.13.3 to 7.0.2,139,dependabot/npm_and_yarn/pino-7.0.2,64c025582c92c71420a2c755e67cbad5bf53cac9,closed,true,2,3
home-assistant.io,home-assistant,https://github.com/home-assistant/home-assistant.io/pull/17948,Bump textlint from 11.9.1 to 12.0.0,17948,dependabot/npm_and_yarn/current/textlint-12.0.0,f070c0fb7f5382c30ae8d3c490cde10d924c8f48,closed,true,2,3
phi-deidentifier-app,nlpsandbox,https://github.com/nlpsandbox/phi-deidentifier-app/pull/146,Bump react-router-dom from 5.2.0 to 6.0.2 in /client,146,dependabot/npm_and_yarn/client/main/react-router-dom-6.0.2,950f4682e9c93a5f73ab587587d881f70ca3eca7,closed,true,3,3
fractal,frctl,https://github.com/frctl/fractal/pull/853,build: bump expose-loader from 1.0.3 to 2.0.0,853,dependabot/npm_and_yarn/expose-loader-2.0.0,24097b24c254d0856f89bbd54ff43918c2b6ab03,closed,true,2,3
shecodes-2020,nccshecodes,https://github.com/nccshecodes/shecodes-2020/pull/174,Bump husky from 6.0.0 to 7.0.1,174,dependabot/npm_and_yarn/husky-7.0.1,e40df95bd6be56f2dd662280fc62760c482cc984,closed,true,2,3
cdk,guardian,https://github.com/guardian/cdk/pull/356,chore(deps): bump read-pkg-up from 7.0.1 to 8.0.0,356,dependabot/npm_and_yarn/read-pkg-up-8.0.0,75d0c3cb85bc1c0fcdf9a258051e5802aa1fa8c6,closed,true,2,3
robot-eyes,mercos,https://github.com/mercos/robot-eyes/pull/133,Bump eslint-config-standard from 14.1.1 to 15.0.1,133,dependabot/npm_and_yarn/eslint-config-standard-15.0.1,c893ddb474181617d73996741b3c8575b892afb4,closed,true,2,3
electron-info,ffflorian,https://github.com/ffflorian/electron-info/pull/742,chore: bump commander from 7.2.0 to 8.0.0,742,dependabot/npm_and_yarn/commander-8.0.0,6734360497c33f30249f16ccc9219747f81b45fb,closed,true,2,3
cross-spawn-promise,malept,https://github.com/malept/cross-spawn-promise/pull/23,build(deps-dev): bump husky from 4.3.8 to 5.1.1,23,dependabot/npm_and_yarn/husky-5.1.1,1eac0f4c194a6a99b7b314747398a2346c13d847,closed,true,2,3
ui,screwdriver-cd,https://github.com/screwdriver-cd/ui/pull/676,build(deps-dev): bump ansi_up from 4.0.4 to 5.0.0,676,dependabot/npm_and_yarn/ansi_up-5.0.0,5683c270fcc5d88a227e25923a505dda6ad68cca,closed,true,5,3
recaptcha-v3,AurityLab,https://github.com/AurityLab/recaptcha-v3/pull/296,chore(deps-dev): bump cypress from 6.8.0 to 7.0.1,296,dependabot/npm_and_yarn/cypress-7.0.1,d78dbe807f0f7c161424d1b635d8083ccbdbad5c,closed,true,2,3
ribbons-ember,CodingItWrong,https://github.com/CodingItWrong/ribbons-ember/pull/180,Bump ember-template-lint from 2.21.0 to 3.3.1,180,dependabot/npm_and_yarn/ember-template-lint-3.3.1,4267f4fb89105136774a340da6637cbe04b1924e,closed,true,2,3
https-proxy,ffflorian,https://github.com/ffflorian/https-proxy/pull/427,chore: bump husky from 4.3.8 to 5.0.9,427,dependabot/npm_and_yarn/husky-5.0.9,bfb265e17d89de10329da2a9efe5c4bd5f8c9828,closed,true,2,3
fxa,mozilla,https://github.com/mozilla/fxa/pull/7812,chore(deps-dev): bump @types/eslint from 6.8.1 to 7.2.7,7812,dependabot/npm_and_yarn/types/eslint-7.2.7,ea92f5b23dd6082b3813f94f1d1d5c29e2064a4f,closed,true,2,3
tesc.ucsd.edu,UCSDTESC,https://github.com/UCSDTESC/tesc.ucsd.edu/pull/62,Bump gsap from 2.1.3 to 3.6.0,62,dependabot/npm_and_yarn/gsap-3.6.0,a86e6d990eac2814386c14d72147b715b41e2d2f,closed,true,3,3
quickjira,timbru31,https://github.com/timbru31/quickjira/pull/459,build(deps-dev): bump husky from 6.0.0 to 7.0.0,459,dependabot/npm_and_yarn/husky-7.0.0,d2c8824908f6206edebaf4952d8a16e41e40b3cf,closed,true,2,3
web,FindETH,https://github.com/FindETH/web/pull/245,Bump fontsource-inter from 3.0.5 to 4.0.0,245,dependabot/npm_and_yarn/fontsource-inter-4.0.0,f070c7d488aa3364b3d70a786052fda8a2272261,closed,true,2,3
NodeRSSBot,fengkx,https://github.com/fengkx/NodeRSSBot/pull/562,build(deps-dev): bump eslint from 7.32.0 to 8.2.0,562,dependabot/npm_and_yarn/eslint-8.2.0,4b2213b33d87d5bb9a4b10edd1db3485eb0a89f9,closed,true,2,3
ts-react-template,MarkSFrancis,https://github.com/MarkSFrancis/ts-react-template/pull/261,Bump eslint-config-prettier from 7.2.0 to 8.1.0,261,dependabot/npm_and_yarn/eslint-config-prettier-8.1.0,6f9b4ad82f9f3878b4aaea2dd1cf7ba49f786234,closed,true,2,3
nuxt-static-site,dvelasquez,https://github.com/dvelasquez/nuxt-static-site/pull/73,chore(deps-dev): bump eslint-config-prettier from 7.2.0 to 8.0.0,73,dependabot/npm_and_yarn/eslint-config-prettier-8.0.0,b37760dea37fd001c0c6c32b0a1d193dfe7bf11e,closed,true,2,3
mediathread,ccnmtl,https://github.com/ccnmtl/mediathread/pull/4129,Bump eslint from 7.32.0 to 8.0.1,4129,dependabot/npm_and_yarn/eslint-8.0.1,a6e18620a198b75eb94b730f42a95b86b59dbcf3,closed,true,2,3
wire-cli,ffflorian,https://github.com/ffflorian/wire-cli/pull/368,chore(deps): bump commander from 7.2.0 to 8.0.0,368,dependabot/npm_and_yarn/commander-8.0.0,f0101f86f98d5132b1fb0c1e6ef6d3243549c691,closed,true,2,3
intercode,neinteractiveliterature,https://github.com/neinteractiveliterature/intercode/pull/5233,Bump @testing-library/react from 11.2.7 to 12.0.0,5233,dependabot/npm_and_yarn/testing-library/react-12.0.0,3601f9dade905720b55e49de62cb01bd77f19825,closed,true,2,3
formulon,leifg,https://github.com/leifg/formulon/pull/634,chore(deps-dev): bump eslint from 7.32.0 to 8.2.0,634,dependabot/npm_and_yarn/eslint-8.2.0,cca05dd74f9d9626db060af1db8f769124400b0c,closed,true,2,3
OctoDash,UnchartedBull,https://github.com/UnchartedBull/OctoDash/pull/1851,Bump ts-node from 9.1.1 to 10.0.0,1851,dependabot/npm_and_yarn/ts-node-10.0.0,f8acce4f8d8a60d0a9ab722c6d5a6935518c4b2d,closed,true,4,3
lameass.recipes,lowmess,https://github.com/lowmess/lameass.recipes/pull/153,⬆️ Bump husky from 6.0.0 to 7.0.0,153,dependabot/npm_and_yarn/develop/husky-7.0.0,d1a4c14346e8ee2d537d588531a5f8f69cdf3180,closed,true,2,3
mutation-testing-elements,stryker-mutator,https://github.com/stryker-mutator/mutation-testing-elements/pull/912,build(deps-dev): bump eslint-config-prettier from 7.2.0 to 8.0.0,912,dependabot/npm_and_yarn/eslint-config-prettier-8.0.0,0497733a2501bbe817d765a82a695d7650bb78e4,closed,true,2,3
open-fixture-library,OpenLightingProject,https://github.com/OpenLightingProject/open-fixture-library/pull/2281,Bump chalk from 4.1.2 to 5.0.0,2281,dependabot/npm_and_yarn/chalk-5.0.0,5d86fd829afe9ed13eb0dadf6b000eca02d194e8,closed,true,3,3
Helping-Doctors,rubenquadros,https://github.com/rubenquadros/Helping-Doctors/pull/109,Bump cssnano from 4.1.11 to 5.0.6 in /Web App/AudioVedioApp,109,dependabot/npm_and_yarn/Web-App/AudioVedioApp/cssnano-5.0.6,d5d1754caa2f7584f90d05d4f2b372a1b4f1e624,closed,true,2,3
app-standardidprovider,enonic,https://github.com/enonic/app-standardidprovider/pull/142,Bump terser-webpack-plugin from 4.2.3 to 5.0.3,142,dependabot/npm_and_yarn/terser-webpack-plugin-5.0.3,d5612b38f6aead0d766608f7cfe6fc573b957ae9,closed,true,2,3
ntpclient,ffflorian,https://github.com/ffflorian/ntpclient/pull/680,chore: bump commander from 7.2.0 to 8.0.0,680,dependabot/npm_and_yarn/commander-8.0.0,c750069a652eaf2bc0604002046d2367ae8f8d59,closed,true,3,3
eslint-config-ibmresearch,IBMResearch,https://github.com/IBMResearch/eslint-config-ibmresearch/pull/102,Bump husky from 6.0.0 to 7.0.0,102,dependabot/npm_and_yarn/husky-7.0.0,b97e7b3f4a3ad80efb602bb773f097963a65e2b1,closed,true,2,3
file-index,ffflorian,https://github.com/ffflorian/file-index/pull/441,chore: bump husky from 4.3.8 to 5.0.9,441,dependabot/npm_and_yarn/husky-5.0.9,786c308e5608f3a266d121151edfb890eb7d8c66,closed,true,2,3
almanac.httparchive.org,HTTPArchive,https://github.com/HTTPArchive/almanac.httparchive.org/pull/2715,Bump puppeteer from 12.0.1 to 13.0.0 in /src,2715,dependabot/npm_and_yarn/src/puppeteer-13.0.0,407e0259b9ef7d70aeb1404b7773c2985df0e858,closed,true,2,3
TalentCloud,GCTC-NTGC,https://github.com/GCTC-NTGC/TalentCloud/pull/5275,Bump eslint-config-prettier from 7.2.0 to 8.0.0,5275,dependabot/npm_and_yarn/dev/eslint-config-prettier-8.0.0,3bd71a074aada6ba18bf2c3b60970782ae4b7016,closed,true,2,3
grid,guardian,https://github.com/guardian/grid/pull/3438,chore(deps): bump jszip from 2.6.1 to 3.7.0 in /kahuna,3438,dependabot/npm_and_yarn/kahuna/jszip-3.7.0,04e13f80fc051f69aca2aab5a75ef291132d615a,closed,true,3,3
AAO-React-Native,StoDevX,https://github.com/StoDevX/AAO-React-Native/pull/5118,Bump eslint-config-prettier from 7.1.0 to 8.3.0,5118,dependabot/npm_and_yarn/eslint-config-prettier-8.3.0,4e4fa437e8a7c4e7a046bb41d810abd02a416dfa,closed,true,2,3
juanportal,ebebbington,https://github.com/ebebbington/juanportal/pull/299,chore(deps): bump react-router from 5.2.1 to 6.0.2 in /src/juanportal,299,dependabot/npm_and_yarn/src/juanportal/react-router-6.0.2,f101e49a051c9344329ecf9dedd75758c6fe165c,closed,true,2,3
castor-tokens,onfido,https://github.com/onfido/castor-tokens/pull/119,chore(deps-dev): bump husky from 6.0.0 to 7.0.1,119,dependabot/npm_and_yarn/husky-7.0.1,1eaa2dd83dcbc44fab6f8fe3ad3c6fb4bb8c46ab,closed,true,2,3
tabbable,focus-trap,https://github.com/focus-trap/tabbable/pull/500,[DEPENDABOT]: Bump cypress from 8.7.0 to 9.0.0,500,dependabot/npm_and_yarn/cypress-9.0.0,51f7258ceca2cf5be2d0e844f9e4537c6a279571,closed,true,2,3
bricks,stefanobartoletti,https://github.com/stefanobartoletti/bricks/pull/48,fix(deps): bump bootstrap.native from 3.0.14 to 4.0.0,48,dependabot/npm_and_yarn/devel/bootstrap.native-4.0.0,aa498a18fc811dd1b91657de00cec18fc67b0ddf,closed,true,2,3
lgtm-action,ddradar,https://github.com/ddradar/lgtm-action/pull/376,chore(deps-dev): bump js-yaml from 3.14.1 to 4.0.0,376,dependabot/npm_and_yarn/js-yaml-4.0.0,9724c833bf3da8ec18ef48c09719070dd3958cb4,closed,true,2,3
docs.katsute.dev,KatsuteDev,https://github.com/KatsuteDev/docs.katsute.dev/pull/9,Bump sanitize.css from 12.0.1 to 13.0.0,9,dependabot/npm_and_yarn/sanitize.css-13.0.0,89557ddd383919b73f2a84a60ee2a149a59acd2c,closed,true,2,3
exposure-keys,ffflorian,https://github.com/ffflorian/exposure-keys/pull/215,chore: bump husky from 4.3.8 to 5.0.9,215,dependabot/npm_and_yarn/husky-5.0.9,df8e9261c1050f04e0a92b45d1bca81b43135e3c,closed,true,2,3
tiarebalbi-website,tiarebalbi,https://github.com/tiarebalbi/tiarebalbi-website/pull/377,Chore(deps): Bump next from 10.2.3 to 11.0.0,377,dependabot/npm_and_yarn/next-11.0.0,429a169007a7eef8cc9451d8e77d1426940ada15,closed,true,3,3
pizzacalc,nicarl,https://github.com/nicarl/pizzacalc/pull/422,Bump react-router-dom from 5.3.0 to 6.0.0 in /code,422,dependabot/npm_and_yarn/code/react-router-dom-6.0.0,9ae33de90e1545e46ab50bc2186b10a309149e06,closed,true,2,3
sider-docs,sider,https://github.com/sider/sider-docs/pull/660,Bump remark-cli from 9.0.0 to 10.0.0,660,dependabot/npm_and_yarn/remark-cli-10.0.0,d071937c4965426c2faa16e228a8a4a95d801416,closed,true,3,3
htmlparser2,fb55,https://github.com/fb55/htmlparser2/pull/735,build(deps-dev): Bump eslint-config-prettier from 7.2.0 to 8.1.0,735,dependabot/npm_and_yarn/eslint-config-prettier-8.1.0,43661027d1bddc5ba355f7cfb8b991bc5d61436b,closed,true,2,3
vscode-powershell,PowerShell,https://github.com/PowerShell/vscode-powershell/pull/3312,Bump @types/mocha from 7.0.2 to 8.2.2,3312,dependabot/npm_and_yarn/types/mocha-8.2.2,2fffeeabfe1d295a1639cacf0172ac21b3390319,closed,true,2,3
jasstafel,mruoss,https://github.com/mruoss/jasstafel/pull/59,Bump webpack-cli from 3.3.12 to 4.6.0,59,dependabot/npm_and_yarn/webpack-cli-4.6.0,ea6c880750c57c4803337710e946f390a991a266,closed,true,2,3
universe,adeira,https://github.com/adeira/universe/pull/2401,Bump @testing-library/react-hooks from 5.1.2 to 6.0.0,2401,dependabot/npm_and_yarn/testing-library/react-hooks-6.0.0,96cd88e0df89b71d902a679c725d3d54e29f2570,closed,true,2,3
Replicante,DyegoMaas,https://github.com/DyegoMaas/Replicante/pull/26,Bump execa from 4.0.3 to 5.0.0,26,dependabot/npm_and_yarn/execa-5.0.0,95e788b3412e5d32cf271c751f8c3de9a0397857,closed,true,2,3
clank,makigas,https://github.com/makigas/clank/pull/351,chore(deps-dev): bump husky from 6.0.0 to 7.0.0,351,dependabot/npm_and_yarn/husky-7.0.0,addf3f36808e96b4868c9586bd968ed4a3900f86,closed,true,2,3
rikaichamp,birtles,https://github.com/birtles/rikaichamp/pull/495,Bump karma from 5.2.3 to 6.0.0,495,dependabot/npm_and_yarn/karma-6.0.0,32e7e70c0c0550b77d8ba421c9400fb67c1e0d84,closed,true,2,3
sortjson.com,ffflorian,https://github.com/ffflorian/sortjson.com/pull/685,chore: bump husky from 4.3.8 to 5.0.9,685,dependabot/npm_and_yarn/husky-5.0.9,c617c22bad38d4700cbe48fe5683f7feac47a3ae,closed,true,2,3
dotfiles,ryanfowler,https://github.com/ryanfowler/dotfiles/pull/224,build(deps-dev): bump eslint-config-prettier from 7.2.0 to 8.3.0,224,dependabot/npm_and_yarn/eslint-config-prettier-8.3.0,b80bb1613a343fbc04fa9b6b180135f6ff9af54f,closed,true,2,3
mc-wp-starter-theme,johnheimkes,https://github.com/johnheimkes/mc-wp-starter-theme/pull/7,Bump lodash.template from 3.6.2 to 4.5.0,7,dependabot/npm_and_yarn/lodash.template-4.5.0,76267f9e309ceb90d4d24ffb5d9ffb30f5861334,closed,true,2,3
virus-scan-service,MeasureAuthoringTool,https://github.com/MeasureAuthoringTool/virus-scan-service/pull/199,Bump eslint-config-prettier from 7.2.0 to 8.1.0,199,dependabot/npm_and_yarn/develop/eslint-config-prettier-8.1.0,0f439b46f9a07175b4b438a21dde6b48a4f7bcee,closed,true,2,3
site-boilerplate,thirionlogan,https://github.com/thirionlogan/site-boilerplate/pull/20,Bump webpack-manifest-plugin from 2.2.0 to 3.0.0,20,dependabot/npm_and_yarn/webpack-manifest-plugin-3.0.0,c0bf72acb0cab102adff35841c90aae1a24e8c42,closed,true,2,3
markdown_notes,geisonbiazus,https://github.com/geisonbiazus/markdown_notes/pull/17,Bump marked from 1.2.7 to 2.0.0 in /backend,17,dependabot/npm_and_yarn/backend/marked-2.0.0,6c23ba30b02fc59769f597367f7b0745e57afb59,closed,true,2,3
core-insights,lifion,https://github.com/lifion/core-insights/pull/155,Bump prettier from 1.19.1 to 2.2.1,155,dependabot/npm_and_yarn/prettier-2.2.1,c08de46881c0a92a9162e86ef8dbf3987522272f,closed,true,2,3
redbox-portal,redbox-mint,https://github.com/redbox-mint/redbox-portal/pull/967,Bump sails-hook-orm from 3.0.2 to 4.0.0,967,dependabot/npm_and_yarn/sails-hook-orm-4.0.0,8cebc8e15ace23d58788f9633ab3df329244110d,closed,true,2,3
scaleway-lib,scaleway,https://github.com/scaleway/scaleway-lib/pull/331,chore(deps-dev): bump read-pkg from 6.0.0 to 7.0.0,331,dependabot/npm_and_yarn/read-pkg-7.0.0,c1705c7c378106a1d813464ba37cd419204d55e8,closed,true,2,3
tp-api,AlexVV13,https://github.com/AlexVV13/tp-api/pull/32,Bump dotenv from 8.5.0 to 9.0.0,32,dependabot/npm_and_yarn/dotenv-9.0.0,8099f310438a3c73e61d3fc5e65986ad0475b867,closed,true,2,3
backstage,backstage,https://github.com/backstage/backstage/pull/6105,chore(deps): bump @spotify/eslint-config-typescript from 9.0.0 to 10.0.0,6105,dependabot/npm_and_yarn/spotify/eslint-config-typescript-10.0.0,17b996e41d6a1e7751d9ef5e701b5e8ed65196cd,closed,true,2,3
telegram-jung2-bot,siutsin,https://github.com/siutsin/telegram-jung2-bot/pull/1447,Bump serverless-offline from 6.8.0 to 7.0.0,1447,dependabot/npm_and_yarn/serverless-offline-7.0.0,f468b1129869aaf1d1414e0bcd1f16a03ceff526,closed,true,2,3
cloud-sdk-js,SAP,https://github.com/SAP/cloud-sdk-js/pull/1380,chore(deps-dev): bump madge from 4.0.2 to 5.0.0,1380,dependabot/npm_and_yarn/madge-5.0.0,aeca3e8b6ae7411ad1e43639297ce30aa5961567,closed,true,2,3
lib-admin-ui,enonic,https://github.com/enonic/lib-admin-ui/pull/1760,Bump terser-webpack-plugin from 4.2.3 to 5.1.1,1760,dependabot/npm_and_yarn/terser-webpack-plugin-5.1.1,975568595313e50a21bea0483550f9fece82a2c9,closed,true,2,3
fude,msanguineti,https://github.com/msanguineti/fude/pull/198,build(deps-dev): bump husky from 5.1.3 to 6.0.0,198,dependabot/npm_and_yarn/husky-6.0.0,2a77c97b4f7dd7a3414375b3333f5228072df77f,closed,true,3,3
ios-dimensions,bouchenoiremarc,https://github.com/bouchenoiremarc/ios-dimensions/pull/40,Bump globby from 11.0.3 to 12.0.0,40,dependabot/npm_and_yarn/globby-12.0.0,28928a17632dbfb42a20b76b91ab141bc829ef6d,closed,true,2,3
gulp-gitstage,ericcornelissen,https://github.com/ericcornelissen/gulp-gitstage/pull/116,chore(deps-dev): bump pretty-quick from 2.0.2 to 3.1.2,116,dependabot/npm_and_yarn/pretty-quick-3.1.2,f118e58e9ed874e36e6728813cf4f9e2b1fdf9e0,closed,true,2,3
fractal,frctl,https://github.com/frctl/fractal/pull/851,build: bump postcss-loader from 4.2.0 to 5.0.0,851,dependabot/npm_and_yarn/postcss-loader-5.0.0,48501a806eb1adc28ac4a160f0c731c0cc4e8314,closed,true,2,3
ElectroMongo,Zertz,https://github.com/Zertz/ElectroMongo/pull/15,Bump electron from 11.3.0 to 12.0.0,15,dependabot/npm_and_yarn/electron-12.0.0,46c973fbe93598fd25fa3562dee70b4c3d912755,closed,true,2,3
mermaid,mmorel-35,https://github.com/mmorel-35/mermaid/pull/1,Bump webpack-dev-server from 3.11.2 to 4.1.1,1,dependabot/npm_and_yarn/develop/webpack-dev-server-4.1.1,b6ba4b2fd8bbfed9253e5d3dfdb418159697e2c4,closed,true,2,3
ycu-engine.github.io,ycu-engine,https://github.com/ycu-engine/ycu-engine.github.io/pull/693,Bump tailwindcss from 2.2.8 to 3.0.7,693,dependabot/npm_and_yarn/tailwindcss-3.0.7,b48412c869b7848ba3b5a2bd9990c27a0452953e,closed,true,2,3
documentation,mmorel-35,https://github.com/mmorel-35/documentation/pull/14,build(deps): bump js-yaml from 3.14.1 to 4.1.0,14,dependabot/npm_and_yarn/js-yaml-4.1.0,dde7a89fe5599624d581763776dbc95b771c46ff,closed,true,2,3
eslint-plugin-square,square,https://github.com/square/eslint-plugin-square/pull/362,chore(deps-dev): bump eslint-plugin-markdown from 1.0.2 to 2.0.1,362,dependabot/npm_and_yarn/eslint-plugin-markdown-2.0.1,de94354cbbae8ade6bb0b26f36b90ba288d3f365,closed,true,2,3
hubot,AEGEE,https://github.com/AEGEE/hubot/pull/77,chore(deps-dev): bump husky from 6.0.0 to 7.0.1,77,dependabot/npm_and_yarn/husky-7.0.1,9839c93de453d1addd30ff8867f551290e3babb3,closed,true,4,3
lapostoj.fr,lapostoj,https://github.com/lapostoj/lapostoj.fr/pull/533,Bump gatsby-plugin-sitemap from 3.3.0 to 4.4.0,533,dependabot/npm_and_yarn/gatsby-plugin-sitemap-4.4.0,4607f036a5ccb6d31c033cfe2a2f76a012b8087d,closed,true,2,3
app-admin-home,enonic,https://github.com/enonic/app-admin-home/pull/215,Bump autoprefixer from 9.8.6 to 10.1.0,215,dependabot/npm_and_yarn/autoprefixer-10.1.0,edb5f380e81c4c3bb8b12e45c005c69df17f60c8,closed,true,3,3
Mysterio,ravisumit33,https://github.com/ravisumit33/Mysterio/pull/114,Bump eslint-config-prettier from 7.0.0 to 8.3.0 in /frontend,114,dependabot/npm_and_yarn/frontend/eslint-config-prettier-8.3.0,244460a3310cd10a7570621a1cff1b9d8c2086de,closed,true,4,3
extract-serac,c2corg,https://github.com/c2corg/extract-serac/pull/312,Bump eslint-config-prettier from 7.2.0 to 8.0.0,312,dependabot/npm_and_yarn/eslint-config-prettier-8.0.0,450dcc92ce886a6f9b256d7b908f0a4ac8db54ef,closed,true,3,3
sanitize-middleware,Fdawgs,https://github.com/Fdawgs/sanitize-middleware/pull/168,build(deps): bump html-entities from 1.4.0 to 2.0.2,168,dependabot/npm_and_yarn/html-entities-2.0.2,98e706edc34f1c60bc722a6f28f2595f0766c9cd,closed,true,2,3
semantic-release-update-file,droidsolutions,https://github.com/droidsolutions/semantic-release-update-file/pull/40,build(deps-dev): bump husky from 6.0.0 to 7.0.0,40,dependabot/npm_and_yarn/husky-7.0.0,4728d8fdc4ce46b7f099d745da5c27a02267e495,closed,true,2,3
jump,tbotaq,https://github.com/tbotaq/jump/pull/1036,Bump @sentry/browser from 5.18.1 to 6.0.4 in /frontend,1036,dependabot/npm_and_yarn/frontend/sentry/browser-6.0.4,5019c186bfa7102b4f24a68596eff639c55cb478,closed,true,2,3
metamask-mobile,MetaMask,https://github.com/MetaMask/metamask-mobile/pull/2411,Bump json-rpc-middleware-stream from 2.1.1 to 3.0.0,2411,dependabot/npm_and_yarn/json-rpc-middleware-stream-3.0.0,91aa93207baeb099c50bdc8fff9b6ae245c1475d,closed,true,3,3
mws-sdk,bizon,https://github.com/bizon/mws-sdk/pull/415,chore(deps): bump csv-parse from 4.16.3 to 5.0.3,415,dependabot/npm_and_yarn/csv-parse-5.0.3,77c54d970593dc5aa4f1e9656f8e4a1d0cba2f76,closed,true,2,3
soundcloud-likes-log-action,WIStudent,https://github.com/WIStudent/soundcloud-likes-log-action/pull/6,Bump node-fetch from 2.6.1 to 3.0.0,6,dependabot/npm_and_yarn/node-fetch-3.0.0,254d91b1ed50abd8dbcf623d2b0aecf6f5573660,closed,true,2,3
cmc-legal-rep-frontend,hmcts,https://github.com/hmcts/cmc-legal-rep-frontend/pull/1070,Bump fs-extra from 9.1.0 to 10.0.0,1070,dependabot/npm_and_yarn/fs-extra-10.0.0,2a416988d64c2294e2c9cd264d9584ecd123dabc,closed,true,4,3
APP2000,sivertheisholt,https://github.com/sivertheisholt/APP2000/pull/13,Bump mongoose from 5.11.13 to 6.0.12,13,dependabot/npm_and_yarn/mongoose-6.0.12,205e38f0de67de4a762402086e030f67550ba268,closed,true,2,3
LiveSplitOne,LiveSplit,https://github.com/LiveSplit/LiveSplitOne/pull/591,Bump css-loader from 5.2.6 to 6.2.0,591,dependabot/npm_and_yarn/css-loader-6.2.0,7ce40e080afe8558facb14c40aa520aba68898d7,closed,true,2,3
mike-sierra-sierra,Hyzual,https://github.com/Hyzual/mike-sierra-sierra/pull/386,Bump eslint-config-prettier from 7.2.0 to 8.1.0,386,dependabot/npm_and_yarn/eslint-config-prettier-8.1.0,1c2cad236506675d46d54de80461bee743e36095,closed,true,2,3
planwithus,bnjmnt4n,https://github.com/bnjmnt4n/planwithus/pull/57,Build(deps-dev): Bump husky from 6.0.0 to 7.0.1,57,dependabot/npm_and_yarn/husky-7.0.1,3f969ca601cb3c0e110d769929c02c3a3428c551,closed,true,2,3
AtCoderUserInfoAPI,sweatpotato13,https://github.com/sweatpotato13/AtCoderUserInfoAPI/pull/19,chore(deps-dev): Bump eslint-config-prettier from 7.2.0 to 8.2.0,19,dependabot/npm_and_yarn/eslint-config-prettier-8.2.0,e96fda13827540dc3e0e3241f3f2f51c480c74e9,closed,true,2,3
ffflorian.github.io,ffflorian,https://github.com/ffflorian/ffflorian.github.io/pull/201,chore: bump husky from 4.3.8 to 5.0.9,201,dependabot/npm_and_yarn/husky-5.0.9,2ddb1f0e3c0b78f93f385bf67b897a159903e07e,closed,true,2,3
openSenseMap-API,sensebox,https://github.com/sensebox/openSenseMap-API/pull/403,Bump uuid from 7.0.3 to 8.3.2,403,dependabot/npm_and_yarn/uuid-8.3.2,c1a2f6efc0bd15214b6a47e137533d603a3cb012,closed,true,2,3
gitgitgadget,gitgitgadget,https://github.com/gitgitgadget/gitgitgadget/pull/467,build(deps-dev): bump eslint-config-prettier from 7.2.0 to 8.0.0,467,dependabot/npm_and_yarn/eslint-config-prettier-8.0.0,576d871a3826928cecf88a797ca047ca0e7c8b2f,closed,true,2,3
polis,pol-is,https://github.com/pol-is/polis/pull/850,Bump eslint-config-prettier from 7.2.0 to 8.0.0 in /client-admin,850,dependabot/npm_and_yarn/client-admin/dev/eslint-config-prettier-8.0.0,95d19baab272f230be6bd7563fd5bb72c6e76aba,closed,true,3,3
generate-changelog-action,c2corg,https://github.com/c2corg/generate-changelog-action/pull/156,Bump husky from 6.0.0 to 7.0.0,156,dependabot/npm_and_yarn/husky-7.0.0,2942a90e909a43e8b1f7b41f3122b8d46d844164,closed,true,2,3
website,daniellwdb,https://github.com/daniellwdb/website/pull/15,Bump next from 10.2.3 to 11.1.0,15,dependabot/npm_and_yarn/next-11.1.0,fc2392ab8e3f9526cbbb8fb864ac3738c9646002,closed,true,2,3
grafana,grafana,https://github.com/grafana/grafana/pull/39931,Bump simple-git from 1.132.0 to 2.46.0,39931,dependabot/npm_and_yarn/simple-git-2.46.0,427f75d9b0a91486fa6289d020c2f6e7a4698713,closed,true,2,3
vue3-form-validation,JensDll,https://github.com/JensDll/vue3-form-validation/pull/41,build(deps-dev): bump eslint-config-prettier from 7.2.0 to 8.0.0,41,dependabot/npm_and_yarn/eslint-config-prettier-8.0.0,907bc0f755b91364b11f003696a5c34f2a3a66cb,closed,true,2,3
